income,loan_amount,debt_ratio,credit_score,years_employed,default
54400.0,18700.0,0.262,652.0,4.9,0
62700.0,32400.0,0.076,665.0,0.5,0
74000.0,29600.0,0.1,641.0,0.5,0
50400.0,24300.0,0.285,749.0,8.7,0
56800.0,7700.0,0.128,695.0,0.4,0
32800.0,4700.0,0.153,668.0,7.9,0
41400.0,11500.0,0.206,722.0,7.7,0
109200.0,58800.0,0.252,682.0,1.6,0
28800.0,16000.0,0.191,734.0,5.7,0
55100.0,25100.0,0.197,765.0,6.3,0
66900.0,26700.0,0.261,687.0,4.1,0
54400.0,6800.0,0.173,647.0,9.4,1
46700.0,26300.0,0.26,615.0,4.8,0
60700.0,26100.0,0.13,773.0,4.7,0
61900.0,25300.0,0.32,699.0,3.3,0
60200.0,31400.0,0.318,,11.6,0
32100.0,7000.0,0.158,673.0,1.0,0
58900.0,24100.0,0.215,617.0,4.1,1
46000.0,20300.0,0.153,750.0,4.3,0
51200.0,24500.0,0.037,695.0,9.3,0
67100.0,9900.0,0.118,658.0,3.5,1
77600.0,36000.0,0.122,599.0,16.2,0
84900.0,46800.0,0.416,792.0,6.1,0
52100.0,21600.0,0.146,685.0,0.3,0
85700.0,15900.0,0.241,558.0,3.1,1
93500.0,52300.0,0.148,647.0,4.9,0
92300.0,13900.0,0.129,676.0,11.2,0
100800.0,21700.0,0.067,686.0,3.2,0
58900.0,31100.0,0.142,619.0,4.3,0
58300.0,23000.0,0.23,740.0,3.9,0
82800.0,22200.0,0.204,709.0,16.3,0
38400.0,19300.0,0.101,680.0,8.1,0
66700.0,28300.0,0.206,642.0,7.5,0
51500.0,8200.0,0.138,582.0,11.8,0
54500.0,11800.0,0.304,653.0,7.1,0
33700.0,17000.0,0.167,667.0,5.2,1
45400.0,23000.0,0.174,614.0,13.3,1
61600.0,8400.0,0.165,694.0,4.9,0
84600.0,30500.0,0.306,721.0,1.6,0
87700.0,40000.0,0.239,652.0,7.4,1
60300.0,15800.0,0.211,656.0,5.0,0
58000.0,7600.0,0.207,677.0,2.7,1
46400.0,14300.0,0.162,767.0,6.1,0
71400.0,40500.0,0.298,755.0,5.4,0
56900.0,26500.0,0.228,589.0,3.6,1
76600.0,15800.0,0.37,651.0,19.7,0
114500.0,59800.0,0.3,815.0,13.7,0
61300.0,26600.0,0.225,660.0,9.0,0
36700.0,9000.0,0.208,772.0,1.0,0
45900.0,10800.0,0.281,705.0,2.0,0
37200.0,7000.0,0.334,746.0,4.6,0
40800.0,12300.0,0.209,659.0,7.5,0
97900.0,27400.0,0.202,683.0,8.5,1
67100.0,16300.0,0.23,707.0,1.9,1
36400.0,19500.0,0.269,677.0,5.2,0
77900.0,37400.0,0.252,675.0,4.8,1
96400.0,33400.0,0.126,755.0,3.1,0
54700.0,31800.0,0.089,669.0,2.8,0
48900.0,21400.0,0.181,749.0,13.9,0
55100.0,31700.0,0.445,646.0,0.9,1
68500.0,35100.0,0.147,661.0,7.2,0
77600.0,32400.0,0.011,717.0,1.9,0
93800.0,41900.0,0.106,706.0,19.9,0
94800.0,46200.0,0.096,730.0,1.2,0
93900.0,44900.0,0.129,680.0,10.4,0
99900.0,53600.0,0.083,677.0,2.4,0
78100.0,21100.0,0.093,653.0,2.6,0
36300.0,10200.0,0.232,594.0,2.7,1
59200.0,13200.0,0.15,656.0,10.9,0
69200.0,38800.0,0.139,734.0,4.4,0
54200.0,29900.0,0.35,675.0,2.7,0
85300.0,27400.0,0.388,689.0,3.3,0
54700.0,16400.0,0.33,745.0,14.7,0
44800.0,7400.0,0.121,629.0,1.5,0
102800.0,60400.0,0.115,697.0,2.9,0
78300.0,34100.0,0.395,648.0,1.5,1
66900.0,38900.0,0.107,680.0,7.0,0
85800.0,35700.0,0.315,600.0,3.6,1
89900.0,32100.0,0.19,660.0,5.0,0
69900.0,33200.0,0.117,651.0,2.2,0
26200.0,14200.0,0.211,660.0,4.7,0
48900.0,25500.0,0.241,648.0,3.6,0
52800.0,14400.0,0.148,779.0,4.5,0
43900.0,15500.0,0.107,667.0,2.9,0
66500.0,38100.0,0.363,671.0,0.1,1
94100.0,33200.0,0.131,601.0,4.4,0
52300.0,26200.0,0.166,607.0,4.2,1
41700.0,15100.0,0.265,638.0,1.9,0
126100.0,65100.0,0.419,613.0,2.6,1
52900.0,7100.0,0.199,706.0,4.3,0
40300.0,4100.0,0.227,647.0,9.2,0
67400.0,9800.0,0.21,654.0,7.5,0
72000.0,22900.0,0.243,671.0,5.6,0
48400.0,13700.0,0.055,630.0,1.2,0
81800.0,47400.0,0.111,,9.0,0
52300.0,31300.0,0.194,642.0,5.1,0
44900.0,7500.0,0.21,689.0,5.2,0
66000.0,34100.0,0.091,673.0,4.4,0
81200.0,28800.0,0.072,633.0,7.8,0
49700.0,25900.0,0.074,763.0,2.5,0
69600.0,19800.0,0.181,698.0,1.9,0
60000.0,29200.0,0.182,714.0,3.7,0
166600.0,17000.0,0.287,760.0,8.0,0
48400.0,16200.0,0.092,629.0,11.4,0
100600.0,26800.0,0.329,730.0,8.1,0
60900.0,13800.0,0.14,692.0,10.4,0
59300.0,14800.0,0.233,694.0,4.9,0
79800.0,24700.0,0.23,597.0,8.4,1
84800.0,29500.0,0.38,635.0,13.9,0
96600.0,35000.0,0.174,679.0,5.0,0
69600.0,32500.0,0.071,676.0,7.5,0
50200.0,25800.0,0.375,761.0,7.1,1
51400.0,29900.0,0.408,658.0,3.3,1
74100.0,32200.0,0.089,692.0,9.7,0
76000.0,17400.0,0.061,662.0,1.9,0
101100.0,39400.0,0.128,680.0,4.0,0
71800.0,22900.0,0.134,,4.8,1
89900.0,19600.0,0.102,684.0,6.4,0
105400.0,28100.0,0.246,771.0,2.4,0
65700.0,14100.0,0.189,745.0,5.0,0
36900.0,13600.0,0.122,650.0,6.6,0
41000.0,5500.0,0.191,631.0,3.9,0
37500.0,13900.0,0.133,677.0,4.6,0
108200.0,33100.0,0.167,649.0,0.9,0
46100.0,4800.0,0.098,810.0,1.5,0
95400.0,22700.0,0.065,724.0,2.1,0
76100.0,44600.0,0.294,676.0,3.2,0
113000.0,44000.0,0.23,650.0,2.0,0
88100.0,11700.0,0.176,622.0,7.0,0
59800.0,23300.0,0.229,674.0,9.6,0
57800.0,26100.0,0.15,542.0,16.3,0
63900.0,10700.0,0.226,658.0,1.4,0
65900.0,19900.0,0.221,655.0,6.0,0
51500.0,10700.0,0.11,760.0,17.2,0
61300.0,22800.0,0.177,586.0,7.6,0
108900.0,55700.0,0.235,727.0,2.8,0
34200.0,7500.0,0.195,,7.0,0
67900.0,11500.0,0.107,721.0,10.6,0
45100.0,7600.0,0.137,640.0,13.0,0
66200.0,27000.0,0.106,701.0,1.8,0
83200.0,11200.0,0.129,,11.8,0
60800.0,22100.0,0.205,815.0,5.1,0
81300.0,41100.0,0.177,636.0,9.3,0
35500.0,17200.0,0.03,672.0,2.5,0
91300.0,39700.0,0.107,674.0,7.2,0
50200.0,5300.0,0.184,648.0,2.0,0
77100.0,24400.0,0.345,674.0,7.5,0
66100.0,14700.0,0.154,681.0,7.9,0
25100.0,9000.0,0.104,661.0,0.7,0
47600.0,8400.0,0.078,588.0,6.5,0
67000.0,11200.0,0.24,693.0,6.0,0
106800.0,61500.0,0.18,602.0,1.9,1
68600.0,37100.0,0.094,675.0,5.8,0
67900.0,10100.0,0.147,733.0,6.5,0
37800.0,19400.0,0.356,612.0,3.0,1
102300.0,13600.0,0.186,680.0,3.9,0
116700.0,31400.0,0.209,680.0,4.7,0
62600.0,37400.0,0.026,677.0,12.3,0
57400.0,32700.0,0.207,655.0,2.1,0
35200.0,11700.0,0.131,680.0,14.7,0
84500.0,38100.0,0.076,716.0,1.6,0
159600.0,46500.0,0.218,626.0,1.9,0
79700.0,41800.0,0.096,671.0,18.5,0
96500.0,24900.0,0.313,718.0,1.6,0
75000.0,15200.0,0.365,648.0,6.4,0
43900.0,7600.0,0.198,616.0,6.1,0
99000.0,41100.0,0.124,720.0,3.9,0
40200.0,15200.0,0.182,716.0,8.2,0
57600.0,31800.0,0.247,730.0,7.0,0
68400.0,11900.0,0.182,679.0,10.6,0
84400.0,42400.0,0.275,645.0,8.8,0
71700.0,41000.0,0.315,760.0,8.7,0
71000.0,33600.0,0.237,746.0,11.5,0
47500.0,7500.0,0.017,722.0,1.7,0
39500.0,7000.0,0.07,653.0,3.8,0
63300.0,9100.0,0.187,686.0,6.5,0
48400.0,12900.0,0.273,633.0,16.3,0
39200.0,18800.0,0.221,624.0,1.4,0
39800.0,6900.0,0.177,685.0,5.0,0
52200.0,16900.0,0.293,697.0,0.8,1
32400.0,4000.0,0.162,709.0,20.7,0
38700.0,17000.0,0.133,685.0,7.6,0
35000.0,5200.0,0.109,788.0,10.4,0
66100.0,32800.0,0.209,628.0,2.5,0
71500.0,29100.0,0.157,749.0,10.0,0
125200.0,24400.0,0.239,658.0,6.9,1
36700.0,16500.0,0.121,730.0,6.7,0
48900.0,13400.0,0.135,631.0,19.1,0
85300.0,30900.0,0.251,797.0,8.1,0
57500.0,21800.0,0.289,756.0,1.5,0
55300.0,13000.0,0.155,595.0,5.8,0
112800.0,34800.0,0.255,749.0,5.3,0
55100.0,27200.0,0.033,690.0,10.5,0
41400.0,22000.0,0.094,728.0,14.9,0
39100.0,20500.0,0.102,680.0,2.5,0
69700.0,26800.0,0.089,673.0,7.4,0
69000.0,37000.0,0.098,607.0,1.8,0
38400.0,6500.0,0.101,656.0,3.5,0
43900.0,26000.0,0.229,680.0,1.7,0
74800.0,9200.0,0.232,592.0,1.3,0
75900.0,41700.0,0.234,629.0,6.2,0
49500.0,24500.0,0.066,681.0,5.2,1
77100.0,22700.0,0.133,705.0,0.4,0
75700.0,37500.0,0.095,657.0,5.7,1
33200.0,19200.0,0.173,755.0,3.4,0
55600.0,10100.0,0.322,654.0,7.5,0
71700.0,30500.0,0.095,714.0,3.1,0
50700.0,5200.0,0.148,751.0,10.6,0
29300.0,12700.0,0.245,640.0,5.1,0
56200.0,7300.0,0.227,743.0,4.7,0
80700.0,35000.0,0.275,674.0,2.9,1
107800.0,12200.0,0.26,636.0,4.1,0
28800.0,8700.0,0.248,767.0,14.6,0
154700.0,82500.0,0.237,769.0,1.8,0
41800.0,10600.0,0.296,665.0,0.9,0
86700.0,50700.0,0.365,739.0,3.3,1
95500.0,32100.0,0.065,734.0,7.1,0
87500.0,16700.0,0.409,681.0,10.8,0
65300.0,37100.0,0.083,799.0,8.2,0
41300.0,7300.0,0.162,676.0,2.9,0
77200.0,30600.0,0.184,647.0,0.1,0
48300.0,27600.0,0.48,684.0,2.5,0
25600.0,14600.0,0.218,677.0,2.5,0
166900.0,63100.0,0.068,659.0,1.3,0
79400.0,16400.0,0.143,667.0,2.5,0
117200.0,41100.0,0.208,611.0,8.3,0
45100.0,11100.0,0.029,715.0,1.3,0
103600.0,26600.0,0.279,680.0,4.2,1
108200.0,28000.0,0.286,741.0,3.8,0
106800.0,21500.0,0.22,720.0,1.6,0
61500.0,7300.0,0.124,662.0,3.9,0
40700.0,19300.0,0.246,662.0,13.4,0
58300.0,6200.0,0.072,648.0,8.8,0
28700.0,11100.0,0.182,683.0,28.7,0
34200.0,9700.0,0.214,776.0,12.7,0
64000.0,27200.0,0.118,700.0,6.0,0
43800.0,17100.0,0.253,680.0,11.8,1
58500.0,19900.0,0.168,776.0,4.4,0
59700.0,29200.0,0.182,,5.6,0
121900.0,47100.0,0.237,680.0,2.3,1
97600.0,53600.0,0.198,,6.5,0
61000.0,23900.0,0.256,719.0,6.2,0
94700.0,51000.0,0.308,747.0,1.7,0
47200.0,25100.0,0.185,716.0,4.9,1
55100.0,25000.0,0.085,712.0,3.1,0
85300.0,22600.0,0.177,720.0,14.4,0
40100.0,13800.0,0.19,724.0,1.2,0
56200.0,7800.0,0.196,801.0,0.2,0
39000.0,18000.0,0.033,621.0,5.8,0
64600.0,27300.0,0.179,557.0,7.6,0
109800.0,55900.0,0.175,668.0,7.7,0
47700.0,6800.0,0.232,604.0,4.1,0
67100.0,11000.0,0.404,692.0,5.8,0
45300.0,19200.0,0.242,620.0,5.1,0
41500.0,19300.0,0.12,685.0,6.2,0
40200.0,5500.0,0.14,742.0,6.9,0
103200.0,11900.0,0.186,656.0,8.9,0
141700.0,37200.0,0.409,644.0,3.7,1
73400.0,19800.0,0.053,725.0,0.7,0
48300.0,6100.0,0.235,643.0,3.2,0
79300.0,11800.0,0.127,679.0,7.8,0
55200.0,11100.0,0.117,675.0,7.0,0
82100.0,8800.0,0.161,,3.5,0
68600.0,11900.0,0.079,733.0,22.0,0
68400.0,7700.0,0.243,625.0,4.1,1
76700.0,21900.0,0.172,731.0,4.3,1
50600.0,24000.0,0.23,703.0,1.8,1
53800.0,23200.0,0.238,626.0,0.9,0
33900.0,13600.0,0.237,664.0,7.9,1
53100.0,17700.0,0.143,729.0,7.5,0
37700.0,7300.0,0.208,668.0,0.6,0
58900.0,7300.0,0.23,800.0,13.2,0
44300.0,8500.0,0.346,630.0,7.3,1
64200.0,36800.0,0.06,747.0,3.2,0
72700.0,36900.0,0.29,595.0,9.7,1
37700.0,14500.0,0.155,669.0,2.5,0
46600.0,18900.0,0.155,736.0,8.0,0
44600.0,21100.0,0.424,581.0,3.6,1
80500.0,41100.0,0.069,697.0,2.2,0
112700.0,24900.0,0.311,624.0,5.7,1
83500.0,41800.0,0.165,612.0,2.4,0
54900.0,23300.0,0.315,643.0,9.4,1
103500.0,24700.0,0.213,653.0,4.7,0
36500.0,8900.0,0.193,680.0,2.7,0
104800.0,19500.0,0.065,650.0,3.8,0
49300.0,18400.0,0.081,636.0,14.4,0
23400.0,13700.0,0.142,543.0,5.4,0
156800.0,77600.0,0.13,754.0,3.3,0
107700.0,19700.0,0.291,795.0,2.0,0
43200.0,6900.0,0.153,707.0,7.9,0
65800.0,15800.0,0.209,667.0,6.9,0
57500.0,10500.0,0.122,629.0,1.9,0
64300.0,11000.0,0.243,697.0,1.6,0
36900.0,17200.0,0.109,697.0,4.0,0
48800.0,12600.0,0.168,634.0,1.8,0
73000.0,27900.0,0.286,673.0,1.0,1
67000.0,17300.0,0.186,,6.0,0
94300.0,55900.0,0.114,698.0,1.7,0
63800.0,25300.0,0.088,679.0,2.2,0
141100.0,24000.0,0.118,689.0,7.8,0
48300.0,23600.0,0.253,643.0,4.0,1
67900.0,16600.0,0.263,679.0,7.6,0
31700.0,10400.0,0.147,686.0,3.0,0
40000.0,9700.0,0.172,642.0,1.3,0
98700.0,34000.0,0.048,676.0,9.4,0
44600.0,11300.0,0.159,731.0,6.7,0
74700.0,19400.0,0.048,738.0,3.8,0
60700.0,10900.0,0.119,565.0,6.6,0
43000.0,24900.0,0.074,605.0,6.8,0
54900.0,11200.0,0.167,680.0,1.1,1
51800.0,12500.0,0.282,705.0,1.2,0
52300.0,16000.0,0.124,706.0,7.7,0
80700.0,12800.0,0.171,607.0,3.7,0
77900.0,16700.0,0.083,686.0,4.3,0
50700.0,15400.0,0.127,713.0,9.6,0
45100.0,17700.0,0.323,705.0,2.3,1
68400.0,25200.0,0.18,,3.0,0
59900.0,17000.0,0.035,651.0,8.1,0
88900.0,39000.0,0.389,,4.6,1
157000.0,74200.0,0.103,692.0,4.7,0
83300.0,19400.0,0.076,752.0,1.0,0
61300.0,13500.0,0.179,560.0,9.6,1
58400.0,24100.0,0.216,650.0,10.6,1
45900.0,14000.0,0.19,680.0,3.5,0
45100.0,23200.0,0.386,,13.8,1
43600.0,4600.0,0.301,680.0,6.6,0
54000.0,20000.0,0.155,759.0,1.7,0
53400.0,14600.0,0.135,,1.9,1
80400.0,16600.0,0.131,700.0,4.8,0
53900.0,28800.0,0.324,785.0,6.4,0
57900.0,12100.0,0.18,613.0,14.7,0
40500.0,20000.0,0.227,575.0,4.9,0
110200.0,58100.0,0.186,738.0,4.9,1
74000.0,43200.0,0.171,656.0,7.8,0
116000.0,18300.0,0.291,679.0,4.7,1
81900.0,14600.0,0.025,686.0,6.0,0
104400.0,14800.0,0.034,748.0,9.4,0
56800.0,14800.0,0.24,680.0,2.8,0
79700.0,44100.0,0.242,680.0,3.2,0
159800.0,67400.0,0.118,723.0,23.0,0
40400.0,7200.0,0.26,681.0,3.1,0
93600.0,14300.0,0.042,738.0,9.7,0
112300.0,53300.0,0.377,698.0,2.1,1
71800.0,29600.0,0.197,677.0,0.9,0
81000.0,8200.0,0.114,844.0,11.6,0
97000.0,38200.0,0.178,,1.4,0
49000.0,9600.0,0.284,619.0,17.3,0
71800.0,17700.0,0.127,627.0,4.3,0
45400.0,6800.0,0.147,659.0,1.2,0
48700.0,29000.0,0.082,691.0,6.9,0
49700.0,16300.0,0.3,669.0,5.2,0
58900.0,24100.0,0.082,804.0,8.9,0
65300.0,13200.0,0.125,654.0,1.6,0
72900.0,21000.0,0.185,623.0,2.2,0
37300.0,15800.0,0.164,682.0,2.1,0
126000.0,59600.0,0.309,658.0,2.5,1
93800.0,51900.0,0.219,655.0,4.2,1
80400.0,18000.0,0.222,731.0,7.8,0
54500.0,12000.0,0.095,698.0,3.0,0
60000.0,18100.0,0.139,742.0,2.7,0
75500.0,19200.0,0.188,624.0,2.9,1
71900.0,36700.0,0.308,714.0,13.0,0
33900.0,9700.0,0.122,682.0,5.5,0
80900.0,23200.0,0.195,648.0,8.4,0
176400.0,62000.0,0.249,596.0,1.8,1
32000.0,12200.0,0.266,677.0,10.8,1
88600.0,24500.0,0.147,618.0,4.1,1
70800.0,7400.0,0.342,720.0,2.9,0
59600.0,27900.0,0.448,,6.1,1
101500.0,16000.0,0.052,707.0,5.2,0
40500.0,21300.0,0.363,832.0,1.5,0
65700.0,14700.0,0.165,749.0,11.0,0
104900.0,23900.0,0.09,572.0,0.7,1
57800.0,21300.0,0.188,713.0,13.3,0
53400.0,29600.0,0.294,692.0,3.3,0
64600.0,18800.0,0.371,692.0,2.6,1
52800.0,18000.0,0.391,654.0,2.0,0
108100.0,33200.0,0.427,730.0,21.3,1
44700.0,7000.0,0.206,529.0,9.9,1
84900.0,20700.0,0.193,609.0,3.9,0
39500.0,22100.0,0.295,714.0,6.6,0
78900.0,44900.0,0.227,691.0,4.1,0
59700.0,13600.0,0.282,730.0,6.7,0
24500.0,13700.0,0.134,660.0,11.8,0
61900.0,6700.0,0.171,652.0,3.7,1
42200.0,19400.0,0.264,723.0,3.0,0
52800.0,6000.0,0.202,690.0,16.5,1
107800.0,33700.0,0.269,587.0,6.2,1
41500.0,12700.0,0.169,732.0,13.9,0
42300.0,13400.0,0.26,622.0,3.0,1
104100.0,59400.0,0.252,728.0,6.3,1
64600.0,17800.0,0.474,691.0,4.9,1
108000.0,11800.0,0.208,712.0,0.6,0
69700.0,10800.0,0.218,736.0,2.9,0
45100.0,21400.0,0.253,626.0,4.2,0
60500.0,9900.0,0.297,716.0,5.6,0
96500.0,12500.0,0.213,677.0,5.7,0
87000.0,17200.0,0.165,667.0,2.6,0
62000.0,36500.0,0.13,680.0,4.9,1
63100.0,20300.0,0.419,653.0,5.1,1
59500.0,10400.0,0.111,,8.7,0
50400.0,21600.0,0.253,694.0,8.8,0
124200.0,35900.0,0.11,646.0,8.7,0
62200.0,23400.0,0.166,740.0,2.1,0
41300.0,24700.0,0.079,686.0,0.9,0
52200.0,23500.0,0.199,621.0,5.8,0
80500.0,29600.0,0.305,705.0,2.3,0
78100.0,46800.0,0.307,709.0,3.6,1
59000.0,20800.0,0.039,603.0,7.1,0
48700.0,15900.0,0.252,696.0,4.0,0
62500.0,32800.0,0.297,660.0,9.0,0
34000.0,19700.0,0.232,694.0,4.2,1
38800.0,17800.0,0.091,671.0,5.8,0
82700.0,23400.0,0.162,702.0,2.5,0
52200.0,15700.0,0.186,,2.1,0
71000.0,7400.0,0.226,557.0,8.0,0
96100.0,21100.0,0.136,685.0,3.3,0
78300.0,38200.0,0.296,710.0,8.7,0
62500.0,21500.0,0.351,720.0,12.1,0
133300.0,70400.0,0.205,748.0,2.9,0
78800.0,34300.0,0.278,699.0,8.5,0
54600.0,20900.0,0.254,752.0,2.2,0
80700.0,40600.0,0.136,727.0,7.5,0
71800.0,25100.0,0.325,655.0,15.5,1
45600.0,19800.0,0.259,643.0,5.3,1
63600.0,21900.0,0.175,750.0,4.4,0
58400.0,16100.0,0.218,719.0,7.9,0
30600.0,14800.0,0.073,586.0,8.5,0
58300.0,7900.0,0.367,623.0,2.7,1
56000.0,33000.0,0.167,,3.0,0
53000.0,30800.0,0.109,689.0,11.1,0
34300.0,17700.0,0.235,680.0,2.2,0
54600.0,18200.0,0.238,705.0,10.0,0
61100.0,19900.0,0.313,734.0,6.5,0
64300.0,19400.0,0.137,716.0,7.1,0
41200.0,13600.0,0.303,678.0,5.5,0
77800.0,16400.0,0.041,670.0,6.3,0
40000.0,20000.0,0.234,652.0,3.1,1
57200.0,30900.0,0.256,653.0,0.6,0
99200.0,34800.0,0.282,695.0,3.9,0
48300.0,25400.0,0.169,817.0,10.0,0
51600.0,12700.0,0.247,821.0,27.6,0
91200.0,48300.0,0.237,671.0,2.4,0
54000.0,31700.0,0.33,600.0,8.3,1
55700.0,24200.0,0.141,676.0,13.3,0
67100.0,39000.0,0.255,665.0,9.9,0
90400.0,41900.0,0.349,667.0,9.6,0
28100.0,12600.0,0.159,590.0,4.8,1
46000.0,15500.0,0.133,677.0,2.9,0
43200.0,5600.0,0.309,680.0,6.6,0
42000.0,6800.0,0.313,683.0,3.2,1
45600.0,23400.0,0.182,596.0,10.0,1
45900.0,8800.0,0.176,682.0,4.9,0
69100.0,30600.0,0.254,615.0,6.8,0
45100.0,8100.0,0.099,635.0,9.7,0
64800.0,30900.0,0.083,645.0,4.8,0
71600.0,41400.0,0.132,651.0,7.0,0
47700.0,19500.0,0.344,651.0,5.8,1
65000.0,7800.0,0.027,650.0,0.7,0
111500.0,52200.0,0.234,647.0,9.6,1
69600.0,23500.0,0.353,642.0,3.4,0
49300.0,26300.0,0.221,649.0,0.8,0
60600.0,10600.0,0.11,661.0,3.1,0
44700.0,10700.0,0.164,783.0,3.6,0
68300.0,38200.0,0.317,730.0,6.2,0
84400.0,43800.0,0.108,,10.1,0
46200.0,25600.0,0.376,606.0,3.8,1
57500.0,20700.0,0.272,742.0,5.0,0
92300.0,40400.0,0.118,680.0,4.9,0
51900.0,29400.0,0.298,699.0,4.9,0
66300.0,28500.0,0.189,743.0,1.0,0
43000.0,6200.0,0.112,577.0,7.1,0
46300.0,8200.0,0.222,647.0,11.8,0
51600.0,5200.0,0.11,691.0,16.0,0
132800.0,20700.0,0.191,756.0,2.2,0
53700.0,6100.0,0.144,676.0,11.5,0
51500.0,15100.0,0.17,685.0,4.5,0
50900.0,20800.0,0.18,678.0,9.5,0
58500.0,31000.0,0.39,678.0,1.3,1
78000.0,23700.0,0.153,689.0,2.7,0
66300.0,12000.0,0.212,649.0,4.4,0
127400.0,70600.0,0.1,642.0,1.2,1
66800.0,37300.0,0.36,660.0,1.1,1
102900.0,60600.0,0.186,714.0,1.0,0
68300.0,7600.0,0.262,744.0,5.6,0
76600.0,30300.0,0.141,688.0,4.4,0
37400.0,15500.0,0.009,666.0,12.6,0
59300.0,21800.0,0.301,747.0,4.8,0
60500.0,11700.0,0.468,711.0,1.6,1
56900.0,31900.0,0.249,720.0,0.9,1
29200.0,10800.0,0.277,674.0,4.7,0
84400.0,10000.0,0.165,658.0,15.6,0
54100.0,14800.0,0.214,707.0,11.3,0
53200.0,24700.0,0.276,672.0,6.8,1
56700.0,11400.0,0.016,744.0,3.0,0
57200.0,27900.0,0.217,633.0,6.1,1
71500.0,14700.0,0.253,698.0,3.3,0
39700.0,12600.0,0.261,682.0,3.7,0
44800.0,11000.0,0.068,625.0,6.5,0
68600.0,11200.0,0.125,661.0,3.4,0
65200.0,35300.0,0.028,624.0,3.1,0
54300.0,14700.0,0.136,661.0,3.4,0
50700.0,24100.0,0.377,666.0,13.1,0
46300.0,25300.0,0.259,824.0,2.7,0
60700.0,14700.0,0.286,624.0,6.7,1
93700.0,9600.0,0.187,716.0,5.3,0
42800.0,15500.0,0.185,656.0,16.9,0
105700.0,23000.0,0.151,700.0,1.3,0
83300.0,44700.0,0.208,662.0,4.9,0
52900.0,9600.0,0.284,637.0,5.8,0
81500.0,37500.0,0.294,758.0,3.5,0
37100.0,4200.0,0.146,741.0,3.2,0
33800.0,8000.0,0.079,586.0,11.4,0
39500.0,7800.0,0.148,680.0,8.7,0
53700.0,28200.0,0.285,661.0,4.5,0
55300.0,22100.0,0.115,594.0,11.6,0
51800.0,22300.0,0.116,690.0,8.6,0
64200.0,9100.0,0.249,708.0,3.2,0
29400.0,7500.0,0.329,683.0,5.1,1
73700.0,40300.0,0.089,706.0,0.5,0
37700.0,15300.0,0.107,777.0,5.2,0
49200.0,23600.0,0.27,656.0,7.7,0
53700.0,18800.0,0.164,748.0,6.8,0
41400.0,8400.0,0.397,799.0,6.6,0
38400.0,21400.0,0.251,523.0,4.0,0
43600.0,10100.0,0.103,668.0,9.9,0
61700.0,11400.0,0.259,754.0,4.8,0
76200.0,32300.0,0.146,699.0,3.6,0
75500.0,10800.0,0.243,648.0,2.6,1
43800.0,21100.0,0.159,758.0,5.9,0
47000.0,21400.0,0.277,729.0,5.7,1
44900.0,13100.0,0.135,594.0,4.6,0
72600.0,26000.0,0.163,726.0,6.8,0
30400.0,10400.0,0.367,671.0,4.8,0
95600.0,13100.0,0.142,,7.2,0
52300.0,7300.0,0.39,617.0,3.9,1
47100.0,13000.0,0.249,710.0,3.2,0
69800.0,7200.0,0.131,690.0,5.6,0
89000.0,17200.0,0.136,630.0,4.7,0
69900.0,19800.0,0.249,663.0,6.8,0
89600.0,37100.0,0.282,758.0,7.8,0
65000.0,23300.0,0.069,764.0,5.2,0
95300.0,17800.0,0.129,,3.1,0
95900.0,46000.0,0.109,709.0,10.0,0
59900.0,29800.0,0.215,665.0,2.5,0
102600.0,44300.0,0.084,653.0,2.9,0
65700.0,29200.0,0.175,695.0,10.7,0
63900.0,14500.0,0.233,764.0,6.9,0
44900.0,23300.0,0.303,711.0,4.0,0
56000.0,22000.0,0.147,629.0,2.6,0
81400.0,15400.0,0.306,684.0,4.6,0
39200.0,17300.0,0.041,706.0,3.2,0
77800.0,32200.0,0.153,742.0,1.5,0
70000.0,26900.0,0.045,678.0,12.3,1
68300.0,22900.0,0.213,,8.0,0
28600.0,13800.0,0.234,694.0,4.1,0
59800.0,27800.0,0.135,717.0,2.5,0
77800.0,30700.0,0.29,580.0,8.8,1
47500.0,6300.0,0.076,757.0,6.7,0
64000.0,13800.0,0.119,699.0,1.1,0
27000.0,15900.0,0.088,682.0,3.6,0
78400.0,23600.0,0.132,,10.7,0
49200.0,20500.0,0.095,696.0,6.8,0
84100.0,13900.0,0.337,680.0,3.4,0
32500.0,12500.0,0.202,649.0,0.8,1
79000.0,31900.0,0.316,593.0,9.2,0
57100.0,27500.0,0.128,680.0,1.6,0
82300.0,48100.0,0.159,680.0,3.2,0
44800.0,14700.0,0.128,679.0,7.1,0
49900.0,12800.0,0.182,599.0,4.7,0
135900.0,24400.0,0.098,705.0,1.9,0
46400.0,12400.0,0.308,716.0,10.0,0
48400.0,15600.0,0.238,500.0,2.0,1
56300.0,32800.0,0.108,690.0,4.8,0
43300.0,15400.0,0.192,723.0,2.2,0
94000.0,41100.0,0.171,633.0,2.7,0
113400.0,52900.0,0.13,566.0,3.3,1
48500.0,5200.0,0.371,687.0,1.1,0
33900.0,7300.0,0.052,798.0,0.5,0
93400.0,34600.0,0.113,,3.5,0
91400.0,11800.0,0.069,804.0,1.6,0
82700.0,14500.0,0.331,700.0,3.4,0
92900.0,44200.0,0.181,670.0,10.0,0
45800.0,20000.0,0.038,639.0,4.8,0
58400.0,9900.0,0.255,759.0,4.5,0
